ChEMBL ID,Name,Max Phase,Molecular Formula,Molecular Weight,SMILES
CHEMBL1681,N/A,4.0,C9H8INO3,N/A,O=C(O)CNC(=O)c1ccccc1I
CHEMBL1682,N/A,4.0,C6H14O6,N/A,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
CHEMBL1683,N/A,4.0,C25H36O6,N/A,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL514446,N/A,4.0,C24H34O5,N/A,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
CHEMBL502182,N/A,4.0,C32H29F5N3NaO5,N/A,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+]
CHEMBL1684,N/A,4.0,C15H14F3N3O4S2,N/A,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
CHEMBL503160,N/A,4.0,C4H4O4,N/A,O=C(O)/C=C/C(=O)O
CHEMBL508102,N/A,4.0,C7H10N2O2S,N/A,CCOC(=O)n1ccn(C)c1=S
CHEMBL1685,N/A,4.0,C16H23NO,N/A,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N
CHEMBL515408,N/A,4.0,C15H19Cl2N3O4,N/A,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
CHEMBL484785,N/A,4.0,C14H10BNO3,N/A,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
CHEMBL451887,N/A,4.0,C40H57N5O7,N/A,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
CHEMBL502835,N/A,4.0,C31H33N5O4,N/A,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
CHEMBL1689,N/A,4.0,C10H13ClN2,N/A,Cl.c1ccc(CC2=NCCN2)cc1
CHEMBL1690,N/A,4.0,C18H28ClN3O5S,N/A,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O
CHEMBL588046,N/A,4.0,C20H25ClN2O2,N/A,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl
CHEMBL535650,N/A,4.0,C17H17ClF6N2O,N/A,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
CHEMBL1691,N/A,4.0,C18H30ClNO3,N/A,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl
CHEMBL542541,N/A,4.0,C8H9ClN4,N/A,Cl.NNc1nncc2ccccc12
CHEMBL544665,N/A,4.0,C19H34ClNO2,N/A,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl
CHEMBL544428,N/A,4.0,C18H21ClN2,N/A,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
CHEMBL1692,N/A,4.0,C19H25ClN2,N/A,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
CHEMBL1693,N/A,4.0,C13H20ClNO,N/A,CCN(CC)C(C)C(=O)c1ccccc1.Cl
CHEMBL1694,N/A,4.0,C24H29ClN2O5,N/A,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl
CHEMBL1695,N/A,4.0,C20H26ClNO2S2,N/A,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl
CHEMBL1696,N/A,4.0,C18H23ClN2,N/A,CNCCCN1c2ccccc2CCc2ccccc21.Cl
CHEMBL1697,N/A,4.0,C22H27ClN2O4S,N/A,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl
CHEMBL1698,N/A,4.0,C13H19Cl2NO,N/A,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl
CHEMBL1699,N/A,4.0,C12H22ClN,N/A,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl
CHEMBL1700,N/A,4.0,C12H21ClN2O3S,N/A,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl
CHEMBL552659,N/A,4.0,C26H28Cl2F2N2,N/A,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
CHEMBL1701,N/A,4.0,C15H22ClNO2,N/A,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl
CHEMBL1702,N/A,4.0,C17H22ClNO,N/A,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl
CHEMBL1703,N/A,4.0,C4H12ClN5,N/A,CN(C)C(=N)NC(=N)N.Cl
CHEMBL1705,N/A,4.0,C9H10Cl3N3,N/A,Cl.Clc1cccc(Cl)c1NC1=NCCN1
CHEMBL1706,N/A,4.0,C14H15ClN2,N/A,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
CHEMBL1707,N/A,4.0,C29H34Cl2N2O2,N/A,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl
CHEMBL559180,N/A,4.0,C18H24ClNO3,N/A,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl
CHEMBL1708,N/A,4.0,C19H21ClFNO3,N/A,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
CHEMBL1709,N/A,4.0,C17H18Cl3N,N/A,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl
CHEMBL535396,N/A,4.0,C12H22ClN,N/A,CC(N)C12CC3CC(CC(C3)C1)C2.Cl
CHEMBL537669,N/A,4.0,C21H27ClN2O3,N/A,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O.Cl
CHEMBL1711,N/A,4.0,C11H18ClNO3,N/A,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl
CHEMBL1713,N/A,4.0,C17H20Cl2N2S,N/A,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
CHEMBL556578,N/A,4.0,C17H20ClNO3,N/A,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl
CHEMBL1714,N/A,4.0,C13H17Cl2NO,N/A,CNC1(c2ccccc2Cl)CCCCC1=O.Cl
CHEMBL1715,N/A,4.0,C19H21ClN2O3S,N/A,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl
CHEMBL1716,N/A,4.0,C21H22ClN,N/A,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
CHEMBL1717,N/A,4.0,C14H15Cl2NS,N/A,Cl.Clc1ccccc1CN1CCc2sccc2C1
CHEMBL1718,N/A,4.0,C19H22ClNO4,N/A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl
CHEMBL539770,N/A,4.0,C20H28ClN,N/A,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl
CHEMBL1719,N/A,4.0,C21H24ClNO3,N/A,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl
CHEMBL1720,N/A,4.0,C19H25ClN2O,N/A,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
CHEMBL1722,N/A,4.0,C14H20ClNO2,N/A,COC(=O)C(c1ccccc1)C1CCCCN1.Cl
CHEMBL1723,N/A,4.0,C19H28ClN5O4,N/A,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl
CHEMBL1724,N/A,4.0,C21H26BrNO3,N/A,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
CHEMBL1725,N/A,4.0,C18H24I3N3O8,N/A,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
CHEMBL1726,N/A,4.0,C20H24N2O6,N/A,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
CHEMBL1727,N/A,4.0,C16H17N3O4S,N/A,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
CHEMBL1728,N/A,4.0,C17H20ClF2N3O3,N/A,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
CHEMBL1729,N/A,4.0,C23H29ClFN3O4,N/A,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
CHEMBL1730,N/A,4.0,C16H17N5O7S2,N/A,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
CHEMBL1731,N/A,4.0,C21H25N5O8S2,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1732,N/A,4.0,C33H37N5O5,N/A,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
CHEMBL564085,N/A,4.0,C41H67NO15,N/A,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
CHEMBL553025,N/A,4.0,C45H54N4O8,N/A,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
CHEMBL539697,N/A,4.0,C34H41N7O5,N/A,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
CHEMBL1734,N/A,4.0,C23H26N2O2,N/A,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
CHEMBL551466,N/A,4.0,C26H30BrNO4S2,N/A,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-]
CHEMBL1735,N/A,4.0,C36H49N5O8S,N/A,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O
CHEMBL550495,N/A,4.0,C16H24ClN3O3S,N/A,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-]
CHEMBL1736,N/A,4.0,C12H11I3N2O4,N/A,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I
CHEMBL557555,N/A,4.0,C13H14Cl2O3,N/A,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
CHEMBL538943,N/A,4.0,C53H66N4O20,N/A,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
CHEMBL1737,N/A,4.0,C28H38N6O11S,N/A,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL550348,N/A,4.0,C21H15N3O4,N/A,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
CHEMBL1738,N/A,4.0,C11H16N4O4,N/A,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
CHEMBL1739,N/A,4.0,C40H48I2N2O6,N/A,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-]
CHEMBL1741,N/A,4.0,C38H69NO13,N/A,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
CHEMBL566534,N/A,4.0,C16H26O5,N/A,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
CHEMBL566315,N/A,4.0,C26H44O4,N/A,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12
CHEMBL566752,N/A,4.0,C21H26FNO3,N/A,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1
CHEMBL567597,N/A,4.0,C15H22O5,N/A,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4
CHEMBL1746,N/A,4.0,C10H11NaO2,N/A,O=C([O-])CCCc1ccccc1.[Na+]
CHEMBL579205,N/A,4.0,C14H11FN2OS,N/A,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
CHEMBL1747,N/A,4.0,C18H37N5O9,N/A,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
CHEMBL577736,N/A,4.0,C65H85N11O13,N/A,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
CHEMBL569713,N/A,4.0,C17H21NO4,N/A,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
CHEMBL571546,N/A,4.0,C26H29N3O3,N/A,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1
CHEMBL1749,N/A,4.0,C10H14N2Na2O8,N/A,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+]
CHEMBL1750,N/A,4.0,C10H11ClFN5O3,N/A,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
CHEMBL576127,N/A,4.0,C15H20N2O2,N/A,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
CHEMBL1751,N/A,4.0,C41H64O14,N/A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
CHEMBL1752,N/A,4.0,C10H14N4O4,N/A,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
CHEMBL1753,N/A,4.0,C18H33ClN2O5S,N/A,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
CHEMBL1754,N/A,4.0,C24H30N2O2,N/A,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
CHEMBL1755,N/A,4.0,C32H26N4O2,N/A,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2
CHEMBL1756,N/A,4.0,C23H32Cl2NO6P,N/A,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
CHEMBL1757,N/A,4.0,C3H7O4P,N/A,C[C@@H]1O[C@@H]1P(=O)(O)O
CHEMBL1760,N/A,4.0,C12H19NO3,N/A,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
CHEMBL1761,N/A,4.0,C19H30ClNO,N/A,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
CHEMBL1762,N/A,4.0,C11H16N2O,N/A,Cc1cccc(C)c1NC(=O)C(C)N
CHEMBL1763,N/A,4.0,C8H8F3N3O4S2,N/A,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
CHEMBL1764,N/A,4.0,C19H24N2OS,N/A,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
CHEMBL1766,N/A,4.0,C22H29FO4,N/A,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
CHEMBL1768,N/A,4.0,C7H17ClN2O2,N/A,CC(C[N+](C)(C)C)OC(N)=O.[Cl-]
CHEMBL1769,N/A,4.0,C16H27ClN2O3,N/A,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl
CHEMBL1770,N/A,4.0,C11H13ClN2S,N/A,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1
CHEMBL591665,N/A,4.0,C6H7NaO6,N/A,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+]
CHEMBL590540,N/A,4.0,C6H12N2O4S2,N/A,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
CHEMBL1771,N/A,4.0,C16H16ClNO2S,N/A,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
CHEMBL1773,N/A,4.0,C15H22FN3O6,N/A,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
CHEMBL589586,N/A,4.0,C5H6O4,N/A,COC(=O)/C=C/C(=O)O
CHEMBL601719,N/A,4.0,C21H22Cl2FN5O,N/A,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
CHEMBL605846,N/A,4.0,C21H26N2O5,N/A,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
CHEMBL607710,N/A,4.0,C10H12ClNO4,N/A,NC(=O)OCC(O)COc1ccc(Cl)cc1
CHEMBL606260,N/A,4.0,C17H16N2Na2O6S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]
CHEMBL604608,N/A,4.0,C6H12O6,N/A,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
CHEMBL608533,N/A,4.0,C35H30N4O4,N/A,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL607400,N/A,4.0,C11H20N2O2,N/A,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1
CHEMBL43708,N/A,4.0,C12H19N3O5S,N/A,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O
CHEMBL1079742,N/A,4.0,C22H24ClN3O4,N/A,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl
CHEMBL1079604,N/A,4.0,C12H15NO3,N/A,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
CHEMBL1076347,N/A,4.0,C13H9Cl3N2O,N/A,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
CHEMBL1086863,N/A,4.0,C6H11FO5,N/A,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O
CHEMBL1078261,N/A,4.0,C23H29NO3,N/A,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1
CHEMBL1077896,N/A,4.0,C17H26N2O,N/A,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
CHEMBL1089221,N/A,4.0,C16H14N2O3,N/A,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
CHEMBL1088977,N/A,4.0,C15H22N6O5S,N/A,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL1089318,N/A,4.0,C15H10Cl2N4O6,N/A,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1
CHEMBL1089641,N/A,4.0,C34H28N6O14S4,N/A,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O
CHEMBL1092067,N/A,4.0,C6H11FO5,N/A,OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O
CHEMBL1091250,N/A,4.0,C16H10N2O8S2,N/A,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
CHEMBL1096562,N/A,4.0,C6H11NO3,N/A,COC(=O)CCC(=O)CN
CHEMBL1096882,N/A,4.0,C10H13FN5O7P,N/A,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
CHEMBL1097620,N/A,4.0,C11H8I3N2NaO4,N/A,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+]
CHEMBL1094966,N/A,4.0,C12H20N2O3,N/A,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
CHEMBL1096885,N/A,4.0,C34H36F3NO13,N/A,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
CHEMBL1094636,N/A,4.0,C19H20N4O,N/A,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
CHEMBL1095607,N/A,4.0,C18H23N5O5,N/A,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
CHEMBL1095292,N/A,4.0,C18H24BrNO3S,N/A,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
CHEMBL1095283,N/A,4.0,C23H22N2O6S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1095930,N/A,4.0,C20H22N4O10S,N/A,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1
CHEMBL1098319,N/A,4.0,C2H6O3S2,N/A,O=S(=O)(O)CCS
CHEMBL1098285,N/A,4.0,C22H32Br2N4O4,N/A,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1.[Br-].[Br-]
CHEMBL1095777,N/A,4.0,C24H28N2O3,N/A,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
CHEMBL1097279,N/A,4.0,C17H21Cl2F3N5Na4O12P3S2,N/A,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+]
CHEMBL1095097,N/A,4.0,C24H30O6,N/A,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
CHEMBL1096979,N/A,4.0,C10H15N3O5,N/A,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
CHEMBL1098659,N/A,4.0,H2O,N/A,O
CHEMBL1096146,N/A,4.0,C23H25ClN2O4S,N/A,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C
CHEMBL1083659,N/A,4.0,C23H23ClN6O2,N/A,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
CHEMBL1083385,N/A,4.0,C16H18ClNO6S2,N/A,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O
CHEMBL1083993,N/A,4.0,C25H30ClI2NO3,N/A,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
CHEMBL1086440,N/A,4.0,C14H9Cl3N2OS,N/A,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1
CHEMBL1082407,N/A,4.0,C21H16F4N4O2S,N/A,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
CHEMBL1082607,N/A,4.0,C36H45NO7,N/A,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
CHEMBL1084172,N/A,4.0,C44H49Cl2NO7,N/A,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
CHEMBL1159650,N/A,4.0,C25H32ClFO5,N/A,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CHEMBL1159717,N/A,4.0,C12H18ClNO,N/A,CC(C)(C)NCC(O)c1ccccc1Cl
CHEMBL1160819,N/A,4.0,H3N,N/A,N
CHEMBL1161681,N/A,4.0,HNO2,N/A,O=NO
CHEMBL1165342,N/A,4.0,C21H26N2O3,N/A,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32
