ChEMBL ID,Name,Max Phase,Molecular Formula,Molecular Weight,SMILES
CHEMBL1200969,N/A,4.0,C27H30F6N2O2,N/A,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
CHEMBL1200970,N/A,4.0,C19H25ClN2S,N/A,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl
CHEMBL1200971,N/A,4.0,C18H19N3O6S,N/A,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
CHEMBL1200972,N/A,4.0,C17H21Cl2NO,N/A,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl
CHEMBL1200973,N/A,4.0,C26H36O3,N/A,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
CHEMBL1200974,N/A,4.0,C20H23ClN2O5,N/A,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
CHEMBL1200975,N/A,4.0,C27H36ClFO5,N/A,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
CHEMBL1200976,N/A,4.0,C26H28ClNO9,N/A,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
CHEMBL1200977,N/A,4.0,C15H15N3O4,N/A,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
CHEMBL1200979,N/A,4.0,C9H19NO4,N/A,CC(C)(CO)[C@@H](O)C(=O)NCCCO
CHEMBL1200980,N/A,4.0,C22H32N2O5S,N/A,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
CHEMBL1200981,N/A,4.0,C27H30ClNO11,N/A,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl
CHEMBL1200982,N/A,4.0,C10H15N2NaO3,N/A,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+]
CHEMBL1200983,N/A,4.0,GaN3O9,N/A,N/A
CHEMBL1200984,N/A,4.0,C24H29ClN2O9,N/A,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)/C=C\C(=O)O
CHEMBL1200986,N/A,4.0,C31H41ClFNO3,N/A,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
CHEMBL1200987,N/A,4.0,C24H28N2O7S2,N/A,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O
CHEMBL1200988,N/A,4.0,C21H26BrNO3,N/A,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
CHEMBL1200989,N/A,4.0,C28H37ClO7,N/A,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
CHEMBL1200991,N/A,4.0,C26H25N2NaO6S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CHEMBL1200993,N/A,4.0,C30H60I3N3O3,N/A,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
CHEMBL1200994,N/A,4.0,C6H5GaO7,N/A,N/A
CHEMBL1201000,N/A,4.0,C8H5N4NaO5,N/A,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+]
CHEMBL1201001,N/A,4.0,C5H12Cl3N,N/A,CN(CCCl)CCCl.Cl
CHEMBL1201002,N/A,4.0,C16H25ClN2O3,N/A,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl
CHEMBL1201003,N/A,4.0,C22H27BrN2O2S,N/A,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
CHEMBL1201005,N/A,4.0,C18H16N6Na2O8S3,N/A,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+]
CHEMBL1201006,N/A,4.0,C21H27N3O5,N/A,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O
CHEMBL1201010,N/A,4.0,C23H31FO6,N/A,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CHEMBL1201011,N/A,4.0,C25H31ClN2O5,N/A,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl
CHEMBL1201012,N/A,4.0,C24H33FO6,N/A,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL1201013,N/A,4.0,C14H8N2Na2O6,N/A,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+]
CHEMBL1201014,N/A,4.0,C21H27Na2O8P,N/A,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
CHEMBL1201015,N/A,4.0,C6H9AlO6,N/A,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3]
CHEMBL1201016,N/A,4.0,C21H27N5O9S2,N/A,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
CHEMBL1201018,N/A,4.0,C15H16ClN3O5S,N/A,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O
CHEMBL1201019,N/A,4.0,C13H12N5NaO5S2,N/A,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1.[Na+]
CHEMBL1201020,N/A,4.0,C21H32N3O5P,N/A,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
CHEMBL1201022,N/A,4.0,C11H12ClN5,N/A,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1
CHEMBL1201023,N/A,4.0,C18H24ClNO,N/A,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl
CHEMBL1201027,N/A,4.0,C19H28BrNO3,N/A,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-]
CHEMBL1201032,N/A,4.0,C22H25N5O2,N/A,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1
CHEMBL1201033,N/A,4.0,C12H12I3N2NaO2,N/A,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Na+]
CHEMBL1201035,N/A,4.0,C21H30ClNO,N/A,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
CHEMBL1201037,N/A,4.0,C6H15ClF2N2O3,N/A,Cl.NCCCC(N)(C(=O)O)C(F)F.O
CHEMBL1201038,N/A,4.0,C25H28N2O2,N/A,CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12
CHEMBL1201039,N/A,4.0,C15H14ClN3O4S3,N/A,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
CHEMBL1201041,N/A,4.0,C20H22N5NaO6S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CHEMBL1201042,N/A,4.0,C2H6Na2O7P2,N/A,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+]
CHEMBL1201043,N/A,4.0,C17H16N3NaO6S2,N/A,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+]
CHEMBL1201044,N/A,4.0,C19H28ClN5,N/A,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl
CHEMBL1201045,N/A,4.0,C9H7I3NNaO4,N/A,CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I.O.[Na+]
CHEMBL1201046,N/A,4.0,C20H21N7O6S2,N/A,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
CHEMBL1201047,N/A,4.0,C22H29ClN2O2,N/A,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl
CHEMBL1201048,N/A,4.0,C23H36O3,N/A,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL1201049,N/A,4.0,C18H16Cl3N3O4,N/A,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
CHEMBL1201050,N/A,4.0,C10H7KN6O,N/A,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+]
CHEMBL1201051,N/A,4.0,C10H17ClN6S,N/A,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl
CHEMBL1201052,N/A,4.0,C27H32N2O4S3,N/A,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1
CHEMBL1201054,N/A,4.0,C5H11NO2Se,N/A,C[75Se]CC[C@H](N)C(=O)O
CHEMBL1201056,N/A,4.0,C12H14N4O3S,N/A,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
CHEMBL1201057,N/A,4.0,C16H25N2NaO5S,N/A,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+]
CHEMBL1201058,N/A,4.0,C2H3KO2,N/A,CC(=O)[O-].[K+]
CHEMBL1201059,N/A,4.0,C11H17Cl2N5,N/A,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl
CHEMBL1201060,N/A,4.0,C18H19Cl2N3O,N/A,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl
CHEMBL1201061,N/A,4.0,C13H22ClNO3,N/A,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl
CHEMBL1201063,N/A,4.0,C21H28ClNO3,N/A,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl
CHEMBL1201064,N/A,4.0,C24H31FO5,N/A,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CHEMBL1201065,N/A,4.0,C12H17N2NaO2S,N/A,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+]
CHEMBL1201066,N/A,4.0,C17H28ClNO2,N/A,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl
CHEMBL1201067,N/A,4.0,C24H35NO4,N/A,CC(O)C(=O)O.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
CHEMBL1201068,N/A,4.0,C20H25ClN2OS,N/A,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2.Cl
CHEMBL1201071,N/A,4.0,C22H27N2O12P,N/A,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(O)(O)O
CHEMBL1201073,N/A,4.0,C4H6O4S2,N/A,O=C(O)[C@@H](S)[C@@H](S)C(=O)O
CHEMBL1201075,N/A,4.0,C18H24I3N3O8,N/A,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
CHEMBL1201078,N/A,4.0,Cl3In,N/A,N/A
CHEMBL1201080,N/A,4.0,C14H19ClN4O3,N/A,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl
CHEMBL1201081,N/A,4.0,C26H33NaO8,N/A,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+]
CHEMBL1201082,N/A,4.0,C17H19ClF3NO,N/A,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl
CHEMBL1201083,N/A,4.0,INa,N/A,[123I-].[Na+]
CHEMBL1201084,N/A,4.0,INa,N/A,[131I-].[Na+]
CHEMBL1201087,N/A,4.0,C26H37N5O2,N/A,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
CHEMBL1201089,N/A,4.0,C23H29NO8,N/A,CN(C)CCOC(c1ccccc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL1201093,N/A,4.0,C6H12ClNO3,N/A,COC(=O)CCC(=O)CN.Cl
CHEMBL1201094,N/A,4.0,Cl2Co,N/A,N/A
CHEMBL1201095,N/A,4.0,C5H11ClHgN2O2,N/A,N/A
CHEMBL1201096,N/A,4.0,Kr,N/A,[81Kr]
CHEMBL1201098,N/A,4.0,C17H15N7Na2O8S4,N/A,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+].[Na+]
CHEMBL1201099,N/A,4.0,C18H26NO8P,N/A,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O
CHEMBL1201101,N/A,4.0,C27H40O3,N/A,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
CHEMBL1201102,N/A,4.0,C18H20ClF3N2S,N/A,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl
CHEMBL1201103,N/A,4.0,C11H18ClNO3,N/A,COc1ccc(OC)c(C(O)C(C)N)c1.Cl
CHEMBL1201104,N/A,4.0,C15H21N5O3,N/A,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1
CHEMBL1201108,N/A,4.0,C32H27ClN4O2,N/A,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2.Cl
CHEMBL1201109,N/A,4.0,C24H32O6,N/A,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL1201110,N/A,4.0,C13H21ClN6O4,N/A,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl
CHEMBL1201112,N/A,4.0,C11H15N5O5,N/A,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
CHEMBL1201115,N/A,4.0,C16H26ClNO4,N/A,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl
CHEMBL1201116,N/A,4.0,C19H23N3O4S,N/A,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O
CHEMBL1201117,N/A,4.0,C11H15NO5,N/A,COc1ccccc1OCC(O)COC(N)=O
CHEMBL1201118,N/A,4.0,C15H16N7NaO5S3,N/A,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+]
CHEMBL1201119,N/A,4.0,C15H11I3NNaO4,N/A,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+]
CHEMBL1201120,N/A,4.0,C20H29ClN2O5,N/A,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1.Cl
CHEMBL1201121,N/A,4.0,C19H22KN3O4S,N/A,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+]
CHEMBL1201124,N/A,4.0,C19H24N2O6,N/A,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
CHEMBL1201125,N/A,4.0,C18H26I3N3O9,N/A,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL1201127,N/A,4.0,C29H43N3O8S,N/A,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO
CHEMBL1201129,N/A,4.0,C8H12N4O4,N/A,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
CHEMBL1201130,N/A,4.0,C5H12ClNO2,N/A,C[N+](C)(C)CC(=O)O.[Cl-]
CHEMBL1201131,N/A,4.0,C19H30O5,N/A,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
CHEMBL1201132,N/A,4.0,C21H28ClNO4,N/A,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
CHEMBL1201134,N/A,4.0,C20H32F2O5,N/A,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
CHEMBL1201136,N/A,4.0,O2Ti,N/A,N/A
CHEMBL1201138,N/A,4.0,C20H21CaN7O7,N/A,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]
CHEMBL1201139,N/A,4.0,C24H32O4,N/A,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL1201141,N/A,4.0,C19H32N2O4,N/A,CC(C)Cc1ccc(C(C)C(=O)O)cc1.NCCCC[C@H](N)C(=O)O
CHEMBL1201142,N/A,4.0,C13H17NO3S,N/A,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
CHEMBL1201146,N/A,4.0,C22H28O3,N/A,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL1201147,N/A,4.0,C24H27NO2,N/A,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
CHEMBL1201148,N/A,4.0,C22H28O5,N/A,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL1201149,N/A,4.0,C20H24ClNO4,N/A,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL1201150,N/A,4.0,C18H27N3O6S,N/A,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O
CHEMBL1201151,N/A,4.0,C21H26O2,N/A,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
CHEMBL1201152,N/A,4.0,C21H26ClNO3,N/A,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl
CHEMBL1201153,N/A,4.0,C14H25NO6S,N/A,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O
CHEMBL1201154,N/A,4.0,C22H30ClN3O6S3,N/A,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O
CHEMBL1201155,N/A,4.0,C22H24ClN3O5,N/A,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
CHEMBL1201156,N/A,4.0,C19H22ClN,N/A,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
CHEMBL1201159,N/A,4.0,C22H29ClN2O,N/A,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.Cl
CHEMBL1201161,N/A,4.0,C9H14N2O4S,N/A,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1
CHEMBL1201162,N/A,4.0,C10H17ClN2O4S3,N/A,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl
CHEMBL1201163,N/A,4.0,C28H38N2O9S,N/A,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL1201165,N/A,4.0,C25H32O2,N/A,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
CHEMBL1201167,N/A,4.0,C24H29N2O8P,N/A,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O
CHEMBL1201168,N/A,4.0,C12H13N3O2,N/A,Cc1cc(C(=O)NNCc2ccccc2)no1
CHEMBL1201170,N/A,4.0,C6H5Li3O7,N/A,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+]
CHEMBL1201171,N/A,4.0,C17H28ClNO3,N/A,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl
CHEMBL1201172,N/A,4.0,C19H28I3N3O9,N/A,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL1201173,N/A,4.0,C22H32O3,N/A,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL1201174,N/A,4.0,C16H20F6N5O6P,N/A,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O
CHEMBL1201177,N/A,4.0,C17H26ClNO3,N/A,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl
CHEMBL1201178,N/A,4.0,C17H33N3O7S2,N/A,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
CHEMBL1201179,N/A,4.0,C43H44ClFN4O11S3,N/A,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O
CHEMBL1201180,N/A,4.0,C20H24Cl2N2O3,N/A,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.OCCN1CCCC1
CHEMBL1201182,N/A,4.0,C56H87NO16,N/A,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CHEMBL1201184,N/A,4.0,C56H73N11O12S2,N/A,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
CHEMBL1201185,N/A,4.0,C54H69N11O10S2,N/A,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
CHEMBL1201186,N/A,4.0,C12H10BiK3O14,N/A,N/A
CHEMBL1201187,N/A,4.0,C29H41F2N5O,N/A,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
CHEMBL1201189,N/A,4.0,H3N,N/A,[13NH3]
CHEMBL1201190,N/A,4.0,C21H27Cl3N2O3,N/A,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
CHEMBL1201191,N/A,4.0,C21H25ClN2O3,N/A,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
CHEMBL1201192,N/A,4.0,C15H15NO2S,N/A,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
CHEMBL1201193,N/A,4.0,C18H28N2O,N/A,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
CHEMBL1201195,N/A,4.0,C15H17N7O5S3,N/A,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
CHEMBL1201196,N/A,4.0,C20H15Cl3N2OS,N/A,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
CHEMBL1201197,N/A,4.0,C26H25F3N6O5,N/A,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21
CHEMBL1201198,N/A,4.0,C10H8N6O,N/A,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12
CHEMBL1201199,N/A,4.0,C59H84N16O12,N/A,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
CHEMBL1201201,N/A,4.0,C10H15N,N/A,CN[C@@H](C)Cc1ccccc1
